text_id;tweet_cleaned_id;tweet_preprocessed
Polda Jateng Uji Coba E-Tilang Drone, Begini Cara Kerjanya https://t.co/nej4lVG4Wr;polda jateng uji coba etilang drone begini cara kerjanya ;['polda', 'jateng', 'uji', 'coba', 'etilang', 'drone', 'kerja']
Jangan cuma mobil yg jd target ETLE...motor juga..  !;jangan cuma mobil yg jd target etlemotor juga ;['mobil', 'target', 'etlemotor']
"Kapolsek pangkalan balai Iptu Samingun,s.ip mengadakan sambang dan silaturahmi dg kades sembawa sekaligus membicarakan kegiatan penyuluhan masalah penilangan etle
#Polripresisi
#poldasumsel
#Kapoldasumsel
#polresbanyuasin
#kapolresbanyuasin
#Polsekpangkalanbalai https://t.co/KoTTbqWZVL";kapolsek pangkalan balai iptu samingunsip mengadakan sambang dan silaturahmi dg kades sembawa sekaligus membicarakan kegiatan penyuluhan masalah penilangan etle       ;['kapolsek', 'pangkal', 'balai', 'iptu', 'samingunsip', 'ada', 'sambang', 'silaturahmi', 'dg', 'kades', 'sembawa', 'bicara', 'giat', 'suluh', 'tilang', 'etle']
Ditlantas Polda Metro Jaya membuka peluang penggunaan metode penindakan baru dalam kamera electronic traffic law enforcement (ETLE). -   https://t.co/hiYtPCHZQG;ditlantas polda metro jaya membuka peluang penggunaan metode penindakan baru dalam kamera electronic traffic law enforcement etle  ;['ditlantas', 'polda', 'metro', 'jaya', 'buka', 'peluang', 'guna', 'metode', 'tindak', 'kamera', 'electronic', 'traffic', 'law', 'enforcement', 'etle']
"SANKSI BLOKIR
Kena ETLE tapi tidak konfirmasi? sanksi blokir pada STNK menanti. https://t.co/gbqtZGSKcw";sanksi blokir kena etle tapi tidak konfirmasi sanksi blokir pada stnk menanti ;['sanksi', 'blokir', 'kena', 'etle', 'konfirmasi', 'sanksi', 'blokir', 'stnk']
Penerapan Tilang ETLE, Habiburokhman: Tak Ada Celah Pemerasan Oknum Polisi https://t.co/zNRmWxG6ef;penerapan tilang etle habiburokhman tak ada celah pemerasan oknum polisi ;['terap', 'bukti', 'langgar', 'etle', 'habiburokhman', 'celah', 'peras', 'oknum', 'polisi']
"@detikcom Smart 🤣

Lagian belum rata se Indonesia aja udah koar² Tilang Elektronik.
Polisi kabupaten pada bingung nih."; smart  lagian belum rata se indonesia aja udah koar² tilang elektronik polisi kabupaten pada bingung nih;['smart', 'indonesia', 'koar', 'bukti', 'langgar', 'elektronik', 'polisi', 'kabupaten', 'bingung']
"@CNNIndonesia Skrg sistem e-tilang...
Yg gx punya sim juga bebas berkendara...
Selama gx mengalami kecelakaan juga gx akan di cek kelengkapannya"; skrg sistem etilang yg gx punya sim juga bebas berkendara selama gx mengalami kecelakaan juga gx akan di cek kelengkapannya;['sistem', 'etilang', 'gx', 'sim', 'bebas', 'kendara', 'gx', 'alami', 'celaka', 'gx', 'cek', 'lengkap']
"Mekanisme ETLE Mobile Sat Lantas Polresta Bandung

Ayo Patuhi dan Tertib Berlalu Lintas https://t.co/a85jZtYEg8";mekanisme etle mobile sat lantas polresta bandung ayo patuhi dan tertib berlalu lintas ;['mekanisme', 'etle', 'mobile', 'sat', 'lantas', 'polresta', 'bandung', 'ayo', 'patuh', 'tertib', 'lintas']
Kapolri Listyo Larang Polantas Tilang Manual, Ganti dengan ETLE #tilang #tilangelektronik #kapolri #fypシ゚viral #viraltiktok #tilangpolisi #fypdongggggggg #tilangmanual #polisiindonesia https://t.co/vdi7MtcBXR;kapolri listyo larang polantas tilang manual ganti dengan etle    シ゚viral      ;['kapolri', 'listyo', 'larang', 'polisi', 'lintas', 'bukti', 'langgar', 'manual', 'ganti', 'etle', 'viral']
"11 Kamera ETLE Terpasang di Wilayah Sukoharjo - Timlo Net https://t.co/ZYEQPfTgub
#Sukoharjo #SukoharjoMakmur #BeritaSukoharjo"; kamera etle terpasang di wilayah sukoharjo  timlo net    ;['kamera', 'etle', 'pasang', 'wilayah', 'sukoharjo', 'timlo', 'net']
"BALADA E-TILANG

STOP TILANG DITEMPAT, NO PUNGLI https://t.co/vsY9oKE3V7";balada etilang stop tilang ditempat no pungli ;['balada', 'etilang', 'stop', 'bukti', 'langgar', 'tempat', 'no', 'pungut', 'liar']
Makanya kalo pasang E-TLE berlaku buat motor juga! @NTMCLantasPolri;makanya kalo pasang etle berlaku buat motor juga ;['pasang', 'etle', 'laku', 'motor']
Satlantas Polrestabes Bandung SUDAH menerapkan ETLE Mobile untuk melakukan Penindakan Pelanggaran Lalulintas Di Wilayah Hukum Kota Bandung. https://t.co/iGJxawYwZ2;satlantas polrestabes bandung sudah menerapkan etle mobile untuk melakukan penindakan pelanggaran lalulintas di wilayah hukum kota bandung ;['satlantas', 'polrestabes', 'bandung', 'terap', 'etle', 'mobile', 'tindak', 'langgar', 'lalulintas', 'wilayah', 'hukum', 'kota', 'bandung']
Polda Sumut Tilang ETLE 47 Kendaraan https://t.co/wooamyGUQr;polda sumut tilang etle  kendaraan ;['polda', 'sumut', 'bukti', 'langgar', 'etle', 'kendara']
"Tetap Tertib Berlalu Lintas karena Kamera ETLE MOBILE siap kapan saja mengawasi pelanggaran.

Setiap kecelakaan dan fatalitas pasti diawali dengan pelanggaran lalu lintas, ayo sanak segalo utamakan keselamatan berlalu lintas dengan patuh aturan berlalu lintas. https://t.co/lbRfdAWV1d";tetap tertib berlalu lintas karena kamera etle mobile siap kapan saja mengawasi pelanggaran setiap kecelakaan dan fatalitas pasti diawali dengan pelanggaran lalu lintas ayo sanak segalo utamakan keselamatan berlalu lintas dengan patuh aturan berlalu lintas ;['tertib', 'lintas', 'kamera', 'etle', 'mobile', 'awas', 'langgar', 'celaka', 'fatalitas', 'awal', 'langgar', 'lintas', 'ayo', 'sanak', 'segalo', 'utama', 'selamat', 'lintas', 'patuh', 'atur', 'lintas']
"Apakah kebijakan tilang elektronik bisa mengatasi pungli &amp; pelanggaran lalu lintas? 

NOW Simak pembahasannya dlm KLINIK OTOMOTIF SONORA #KOS  bersama Bebin Djuana 

🕑 10.00-12.00
📻 #SonoraNetwork 
📍Live Youtube: https://t.co/dznKUjzmeY
📍Streaming: 
https://t.co/uhOhw61n4n";apakah kebijakan tilang elektronik bisa mengatasi pungli dan pelanggaran lalu lintas now simak pembahasannya dlm klinik otomotif sonora  bersama bebin djuana     live youtube  streaming ;['bijak', 'bukti', 'langgar', 'elektronik', 'atas', 'pungut', 'liar', 'langgar', 'lintas', 'now', 'simak', 'bahas', 'dlm', 'klinik', 'otomotif', 'sonora', 'bebin', 'djuana', 'live', 'youtube', 'streaming']
"Selain mengkerahkan personil nya, Korlantas juga memaksimalkan ETLE serta kendaraan listrik untuk #KawalAmanG20
Sinergi Jaga Kondusifitas https://t.co/zrkdWkGPvn";selain mengkerahkan personil nya korlantas juga memaksimalkan etle serta kendaraan listrik untuk  sinergi jaga kondusifitas ;['kerah', 'personil', 'nya', 'korlantas', 'maksimal', 'etle', 'kendara', 'listrik', 'sinergi', 'jaga', 'kondusifitas']
"Giat Sosialisasi Etle

#kapoldasumsel
#poldasumsel
#polresbanyuasin
#kapolresbanyuasin
#quickwinspresisipolresbanyuasin https://t.co/nYbQnc0KYE";giat sosialisasi etle      ;['giat', 'sosialisasi', 'etle']
Korban Tewas Kecelakaan di Surabaya Meningkat Meski ETLE Bekerja Maksimal https://t.co/qfj1CUJhgv;korban tewas kecelakaan di surabaya meningkat meski etle bekerja maksimal ;['korban', 'tewas', 'celaka', 'surabaya', 'tingkat', 'etle', 'maksimal']
Ketahui Langkah-langkah Membayar Denda Tilang Elektronik https://t.co/nftMt7IQ9k;ketahui langkahlangkah membayar denda tilang elektronik ;['tahu', 'langkahlangkah', 'bayar', 'denda', 'bukti', 'langgar', 'elektronik']
Pemotor Gunakan Pelat Dinas Polisi Imitasi Demi Hindari Tilang Etle https://t.co/H57wAALWJs;pemotor gunakan pelat dinas polisi imitasi demi hindari tilang etle ;['motor', 'pelat', 'dinas', 'polisi', 'imitasi', 'hindar', 'bukti', 'langgar', 'etle']
Sekarang di negara maju kaya singapura, 1 orang bisa punya polis asuransi rata-rata sampe 5 polis. Di indo masih di anggap negatif, ya ga salah lg emg wakandaku ini wkwkek mau tilang elektronik aja, plat nya di cabut🤣;sekarang di negara maju kaya singapura  orang bisa punya polis asuransi ratarata sampe  polis di indo masih di anggap negatif ya ga salah lg emg wakandaku ini wkwkek mau tilang elektronik aja plat nya di cabut;['negara', 'maju', 'kaya', 'singapura', 'orang', 'polis', 'asuransi', 'ratarata', 'polis', 'indo', 'anggap', 'negatif', 'iya', 'salah', 'emg', 'wakandaku', 'wkwkek', 'bukti', 'langgar', 'elektronik', 'plat', 'nya', 'pergi']
"Operasi Zebra Progo 2022 Gunakan Tilang Elektronik, Ini Lokasi ETLE di Yogyakarta
https://t.co/8wR29gzWuJ";operasi zebra progo  gunakan tilang elektronik ini lokasi etle di yogyakarta ;['operasi', 'zebra', 'progo', 'bukti', 'langgar', 'elektronik', 'lokasi', 'etle', 'yogyakarta']
Personil OPS Zebra Agung  2022 Satgas III Gakkum Sabtu (26/11) di KTL 2 Sp.3 Kodim Amlapura  melaksanakan giat Hunting System memberikan teguran dan tilang Etle bagi masyarakat pengemudi R2, R4 dan R6 pemakai jalan yang melakukan pelanggaran demi menciptakan Kamseltibcar https://t.co/uXy27PQ8aS;personil ops zebra agung  satgas ii gakkum sabtu  di ktl  sp kodim amlapura melaksanakan giat hunting system memberikan teguran dan tilang etle bagi masyarakat pengemudi r r dan r pemakai jalan yang melakukan pelanggaran demi menciptakan kamseltibcar ;['personil', 'ops', 'zebra', 'agung', 'satgas', 'ii', 'gakkum', 'sabtu', 'ktl', 'sp', 'kodim', 'amlapura', 'laksana', 'giat', 'hunting', 'system', 'tegur', 'bukti', 'langgar', 'etle', 'masyarakat', 'kemudi', 'r', 'r', 'r', 'pakai', 'jalan', 'langgar', 'cipta', 'kamseltibcar']
Sistem ETLE kini makin canggih dengan kehadiran ETLE Mobile. ETLE Mobile bisa mendeteksi lebih banyak pelanggaran, termasuk tidak menggunakan spion. https://t.co/zt8FX4ZjkH;sistem etle kini makin canggih dengan kehadiran etle mobile etle mobile bisa mendeteksi lebih banyak pelanggaran termasuk tidak menggunakan spion ;['sistem', 'etle', 'canggih', 'hadir', 'etle', 'mobile', 'etle', 'mobile', 'deteksi', 'langgar', 'spion']
CCTV ETLE Statis di Kota Pasuruan Segera Dioperasikan https://t.co/wLJDNll05I;cctv etle statis di kota pasuruan segera dioperasikan ;['cctv', 'etle', 'statis', 'kota', 'pasuruan', 'operasi']
Begini Penjelasan Kasat Lantas Polres Purwakarta Mengenai Tilang ETLE https://t.co/nvvPVE42en;begini penjelasan kasat lantas polres purwakarta mengenai tilang etle ;['jelas', 'kepala', 'satu', 'lantas', 'polres', 'purwakarta', 'bukti', 'langgar', 'etle']
Dialog Interaktif Polda Kalbar Bersama TVRI, Membahas Tentang “Tilang Elektronik, Wujud Tertib Lalulintas” https://t.co/LrlpCt7Sx9;dialog interaktif polda kalbar bersama tvri membahas tentang “tilang elektronik wujud tertib lalulintas” ;['dialog', 'interaktif', 'polda', 'kalbar', 'tvri', 'bahas', '', 'bukti', 'langgar', 'elektronik', 'wujud', 'tertib', 'lalulintas', '']
STNK Diblokir karena Tilang Elektronik, Berikut Cara Urusnya https://t.co/KX3TQyi6c5;stnk diblokir karena tilang elektronik berikut cara urusnya ;['stnk', 'blokir', 'bukti', 'langgar', 'elektronik', 'urus']
E-tilang ini bikin anxious sepanjang jalan wkwk sekali kena no tawar tawar dendanya lumayan ye 🙃;etilang ini bikin anxious sepanjang jalan wkwk sekali kena no tawar tawar dendanya lumayan ye ;['etilang', 'bikin', 'anxious', 'jalan', 'tertawa', 'kena', 'no', 'tawar', 'tawar', 'denda', 'lumayan', 'ye']
"Polisi Kembangkan Teknologi ETLE Bisa Jaring Pengendara yang Tidak Punya SIM. 

Baca selengkapnya di sini: https://t.co/0ZVuGuPmfO https://t.co/wc1OlLmu7w";polisi kembangkan teknologi etle bisa jaring pengendara yang tidak punya sim baca selengkapnya di sini  ;['polisi', 'kembang', 'teknologi', 'etle', 'jaring', 'kendara', 'sim', 'baca', 'lengkap']
"Kapolri menginstruksikan polisi lalu lintas untuk tidak lagi menilang secara manual. Mereka diminta memaksimalkan penindakan lewat tilang elektronik atau ETLE. #Polhuk #AdadiKompas
https://t.co/eUe7MtXEsD";kapolri menginstruksikan polisi lalu lintas untuk tidak lagi menilang secara manual mereka diminta memaksimalkan penindakan lewat tilang elektronik atau etle   ;['kapolri', 'instruksi', 'polisi', 'lintas', 'tilang', 'manual', 'maksimal', 'tindak', 'bukti', 'langgar', 'elektronik', 'etle']
"IniMagelangKu: RT @BorobudurNews_: Terima Surat Tilang Elektronik? Jangan Abaikan, ini Cara Mengurusnya

 https://t.co/jnWTLO2PoY https://t.co/LSHGUOBwwT";inimagelangku rt  terima surat tilang elektronik jangan abaikan ini cara mengurusnya  ;['inimagelangku', 'rt', 'terima', 'surat', 'bukti', 'langgar', 'elektronik', 'abai', 'urus']
2. Ubah metode #ETLE dari hanya menggunakan foto menjadi ditambahkan sensor #RFID; ubah metode  dari hanya menggunakan foto menjadi ditambahkan sensor ;['ubah', 'metode', 'foto', 'sensor']
"Pelayanan E-TLE di Gedung Pelayanan Terpadu Polresta Banyumas dengan membawa surat konfirmasi dan STNK kendaraan. 
@kapolresta_banyumas 
@humas_poldajateng
@divisihumaspolri 
@polresta_banyumas
@satlantas_polresta_banyumas
#banyumas #purwokerto #polrestabanyumasbebatiran https://t.co/s6gIkLokoR";pelayanan etle di gedung pelayanan terpadu polresta banyumas dengan membawa surat konfirmasi dan stnk kendaraan         ;['layan', 'etle', 'gedung', 'layan', 'padu', 'polresta', 'banyumas', 'bawa', 'surat', 'konfirmasi', 'stnk', 'kendara']
Masih Tahap Sosialisasi, Tilang Elektronik Akan Segera Diberlakukan di Kota Banjar https://t.co/D0WVXCvMgi;masih tahap sosialisasi tilang elektronik akan segera diberlakukan di kota banjar ;['tahap', 'sosialisasi', 'bukti', 'langgar', 'elektronik', 'laku', 'kota', 'banjar']
@taurahida Tapi ya td diliat di web etle sm Bram, gak ada data pelanggarannya :)) kocak bet negeri wakanda bisa beda antar web etle dan data samsat :)))))); tapi ya td diliat di web etle sm bram gak ada data pelanggarannya  kocak bet negeri wakanda bisa beda antar web etle dan data samsat ;['iya', 'liat', 'web', 'etle', 'sm', 'bram', 'data', 'langgar', 'kocak', 'banget', 'negeri', 'wakanda', 'beda', 'web', 'etle', 'data', 'samsat']
"Pemasangan ETLE di depan Polsek Sungai lilin
https://t.co/InbDFxfoat";pemasangan etle di depan polsek sungai lilin ;['pasang', 'etle', 'polsek', 'sungai', 'lilin']
Sesuai arahan Kapolri, Polda Metro Jaya tarik surat tilang dari seluruh anggotanya dan berganti E-TLE https://t.co/9cSXGvXNFK;sesuai arahan kapolri polda metro jaya tarik surat tilang dari seluruh anggotanya dan berganti etle ;['sesuai', 'arah', 'kapolri', 'polda', 'metro', 'jaya', 'tarik', 'surat', 'bukti', 'langgar', 'anggota', 'ganti', 'etle']
"BALADA E-TILANG

STOP TILANG DITEMPAT, NO PUNGLI https://t.co/9pBkvER0yF";balada etilang stop tilang ditempat no pungli ;['balada', 'etilang', 'stop', 'bukti', 'langgar', 'tempat', 'no', 'pungut', 'liar']
"Maka ini saya bilang beberapa tahun.lalu soal ETLE itu banyak menimbulkan masalah sebenarnya bukan manual atw mobile 

https://t.co/hNzk2O6aRb";maka ini saya bilang beberapa tahunlalu soal etle itu banyak menimbulkan masalah sebenarnya bukan manual atw mobile ;['bilang', 'tahunlalu', 'etle', 'timbul', 'manual', 'atw', 'mobile']
"Belum Didukung E-TLE, Operasi Zebra di Bekasi Andalkan Tilang Manual
#updatebekasi #tilangmanual #operasizebra #bekasi  https://t.co/IbcmCYBqRC";belum didukung etle operasi zebra di bekasi andalkan tilang manual     ;['dukung', 'etle', 'operasi', 'zebra', 'bekas', 'andal', 'bukti', 'langgar', 'manual']
@txtdrberseragam Udh ada yg pernah kena tilang elektronik ga? Setelah bayar tilang perlu ngapain lagi?; udh ada yg pernah kena tilang elektronik ga setelah bayar tilang perlu ngapain lagi;['udh', 'kena', 'bukti', 'langgar', 'elektronik', 'bayar', 'bukti', 'langgar']
"3 Oktober

Hari Pertama Operasi Zebra Krakatau 2022, Ada 40 Kendaraan yang Terjaring Tilang Elektronik

https://t.co/HSWOzHZpFr"; oktober hari pertama operasi zebra krakatau  ada  kendaraan yang terjaring tilang elektronik ;['oktober', 'operasi', 'zebra', 'krakatau', 'kendara', 'jaring', 'bukti', 'langgar', 'elektronik']
Data gar lantas menggunakan HP saat berkendara yamg tercapture kamera Etle https://t.co/3q0LadPC65;data gar lantas menggunakan hp saat berkendara yamg tercapture kamera etle ;['data', 'gar', 'lantas', 'hp', 'kendara', 'yamg', 'tercapture', 'kamera', 'etle']
Tak Lagi Tilang Manual, Polres Salatiga Tindak Pelanggar Lalu Lintas Pakai ETLE https://t.co/xWsnEOmJ7k;tak lagi tilang manual polres salatiga tindak pelanggar lalu lintas pakai etle ;['bukti', 'langgar', 'manual', 'polres', 'salatiga', 'tindak', 'langgar', 'lintas', 'pakai', 'etle']
Dalam instruksinya, Kapolri meminta seluruh Polantas memaksimalkan penindakan melalui tilang elektronik atau E-TLE, baik statis maupun mobile. https://t.co/42Uk5a1UUm;dalam instruksinya kapolri meminta seluruh polantas memaksimalkan penindakan melalui tilang elektronik atau etle baik statis maupun mobile ;['instruksi', 'kapolri', 'polisi', 'lintas', 'maksimal', 'tindak', 'bukti', 'langgar', 'elektronik', 'etle', 'statis', 'mobile']
ETLE nya aja ga optimal, banyak daerah yg belum tercover ETLE dan banyak kamera yang ga aktif. Saran, buat insentif untuk pelapor dari masy menggunakan smartphone, dimana hasil tilang diberikan 50% ke pelapor. Dg ini antarmasy jadi saling mengawasi.;etle nya aja ga optimal banyak daerah yg belum tercover etle dan banyak kamera yang ga aktif saran buat insentif untuk pelapor dari masy menggunakan smartphone dimana hasil tilang diberikan  ke pelapor dg ini antarmasy jadi saling mengawasi;['etle', 'nya', 'optimal', 'daerah', 'tercover', 'etle', 'kamera', 'aktif', 'saran', 'insentif', 'lapor', 'masyarakat', 'smartphone', 'mana', 'hasil', 'bukti', 'langgar', 'lapor', 'dg', 'antarmasy', 'awas']
11 Kamera ETLE Terpasang di Wilayah Sukoharjo https://t.co/5Ltg0m4rRy; kamera etle terpasang di wilayah sukoharjo ;['kamera', 'etle', 'pasang', 'wilayah', 'sukoharjo']
"Sat Lantas Polresta Bandung akan menerapkan Penegakan Hukum terhadap pelanggaran lalu lintas secara Elektronik ETLE ( Elektronic Traffic Law Enforcement ) di Wilayah Hukum Polresta Bandung mulai tanggal 4 Desember 2022

#AyoPatuh&amp;Tertib Berlalu Lintas https://t.co/m6CbZtnt2r";sat lantas polresta bandung akan menerapkan penegakan hukum terhadap pelanggaran lalu lintas secara elektronik etle  elektronic traffic law enforcement  di wilayah hukum polresta bandung mulai tanggal  desember  dantertib berlalu lintas ;['sat', 'lantas', 'polresta', 'bandung', 'terap', 'tega', 'hukum', 'langgar', 'lintas', 'elektronik', 'etle', 'elektronic', 'traffic', 'law', 'enforcement', 'wilayah', 'hukum', 'polresta', 'bandung', 'tanggal', 'desember', 'dantertib', 'lintas']
"Satuan Lalu Lintas Polres Lampung Selatan, belum menerapkan tilang elektronik. Oleh karena itu pelanggar lau lintas hanya diberikan teguran.

#Lampungselatan #ETLE #lampungpost 
https://t.co/0e3hKDyHxP";satuan lalu lintas polres lampung selatan belum menerapkan tilang elektronik oleh karena itu pelanggar lau lintas hanya diberikan teguran    ;['satu', 'lintas', 'polres', 'lampung', 'selatan', 'terap', 'bukti', 'langgar', 'elektronik', 'langgar', 'lau', 'lintas', 'tegur']
"Tindaklanjuti Perintah Kapolri Hapus Tilang Manual, Kapolda Banten Irjen Pol. Prof. Dr. Rudy Heriyanto Launching ETLE Portable Ditlantas pada Selasa (13/12)

#PolriPresisi
Polda Banten
@silitongashinto
@divisihumaspolri https://t.co/IZDHQe8K3x";tindaklanjuti perintah kapolri hapus tilang manual kapolda banten irjen pol prof dr rudy heriyanto launching etle portable ditlantas pada selasa   polda banten   ;['tindaklanjuti', 'perintah', 'kapolri', 'hapus', 'bukti', 'langgar', 'manual', 'kapolda', 'banten', 'irjen', 'pol', 'prof', 'dr', 'rudy', 'heriyanto', 'launching', 'etle', 'portable', 'ditlantas', 'selasa', 'polda', 'banten']
Data gar lantas menggunakan HP saat berkendara yang tercapture kamera Etle https://t.co/nfnrk2TqWb;data gar lantas menggunakan hp saat berkendara yang tercapture kamera etle ;['data', 'gar', 'lantas', 'hp', 'kendara', 'tercapture', 'kamera', 'etle']
@JaniManish07 @dineshpatel5892 @Tikde_Tak @Garuda_912 @NimawatHiren Pn tu em k k tne rmta nthi avdtu pubg k free fire 😂😂 etle tu avu k so;     pn tu em k k tne rmta nthi avdtu pubg k free fire  etle tu avu k so;['pn', 'tu', 'em', 'tne', 'rmta', 'nthi', 'avdtu', 'pubg', 'free', 'fire', 'etle', 'tu', 'avu', 'so']
"Seluruh personel Polisi Satuan Lalu Lintas (Polantas) diperintahkan menghentikan penerapan tilang secara manual dan diganti secara eletronik atau ETLE.

#Tilang
#Polantas
#Kapolri
#GoposId https://t.co/49GtzDso2m";seluruh personel polisi satuan lalu lintas polantas diperintahkan menghentikan penerapan tilang secara manual dan diganti secara eletronik atau etle     ;['personel', 'polisi', 'satu', 'lintas', 'polisi', 'lintas', 'perintah', 'henti', 'terap', 'bukti', 'langgar', 'manual', 'ganti', 'eletronik', 'etle']
Denpom Divif 2 Kostrad Melaksanakan Sosialisasi “Etika Berkendara, Tilang Elektronik dan Tibgakkum” - https://t.co/DtOF3itAD4;denpom divif  kostrad melaksanakan sosialisasi “etika berkendara tilang elektronik dan tibgakkum”  ;['denpom', 'divif', 'kostrad', 'laksana', 'sosialisasi', '', 'etika', 'kendara', 'bukti', 'langgar', 'elektronik', 'tibgakkum', '']
@IndiHomeJBN Ben ga kena tilang elektronik kui jadi plat e di copoti, hihihi... @IndiHomeJBN; ben ga kena tilang elektronik kui jadi plat e di copoti hihihi ;['ben', 'kena', 'bukti', 'langgar', 'elektronik', 'kui', 'plat', 'e', 'copot', 'hihihi']
"Tingkat Kepercayaan Publik Terhadap Polri Semakin Meningkat dan Terus Membaik

Seluruh Jajaran Kepolisian Saat Ini Menerapkan tilang elektronik (ETLE),Melakukan penghentian tilang manual,dan Kapolri secara TEGAS mengambil keputusan untuk penetapan tersangka terhadap kasus FS https://t.co/lQhtHEJZHh";tingkat kepercayaan publik terhadap polri semakin meningkat dan terus membaik seluruh jajaran kepolisian saat ini menerapkan tilang elektronik etlemelakukan penghentian tilang manualdan kapolri secara tegas mengambil keputusan untuk penetapan tersangka terhadap kasus fs ;['tingkat', 'percaya', 'publik', 'polri', 'tingkat', 'baik', 'jajar', 'polisi', 'terap', 'bukti', 'langgar', 'elektronik', 'etlemelakukan', 'henti', 'bukti', 'langgar', 'manualdan', 'kapolri', 'ambil', 'putus', 'tetap', 'sangka', 'fs']
Satuan Lalulintas (Satlantas) Polres Purwakarta Tengah Melakukan Sosialisasi Kepada Masyarakat Terkait Penerapan E-tilang (ETLE) atau Tilang Secara Elektronik https://t.co/90wmi3MBMB;satuan lalulintas satlantas polres purwakarta tengah melakukan sosialisasi kepada masyarakat terkait penerapan etilang etle atau tilang secara elektronik ;['satu', 'lalulintas', 'satlantas', 'polres', 'purwakarta', 'sosialisasi', 'masyarakat', 'kait', 'terap', 'etilang', 'etle', 'bukti', 'langgar', 'elektronik']
"E-TLE Jalan Tol Trans Sumatera Kendaraan Tercapture Melebihi Batas Kecepatan Jalur A &amp; B
. 
.
.
#lampung #kotabumi
#lampungutara #lampura #satlantas #lalulintas #polisi #polisilalulintas 
#polriuntukindonesia 
#ditlantaspoldalampunguntukindonesia https://t.co/bV5bRfmvUk";etle jalan tol trans sumatera kendaraan tercapture melebihi batas kecepatan jalur a dan b              ;['etle', 'jalan', 'tol', 'trans', 'sumatra', 'kendara', 'tercapture', 'lebih', 'batas', 'cepat', 'jalur', 'a', 'b']
Tertibkan Pengendara Pasca Pemberlakuan ETLE, Polsek Sukawati Gelar Razia Lalu Lintas https://t.co/ANX48IR1AV;tertibkan pengendara pasca pemberlakuan etle polsek sukawati gelar razia lalu lintas ;['tertib', 'kendara', 'pasca', 'laku', 'etle', 'polsek', 'sukawati', 'gelar', 'razia', 'lintas']
"Polres Malang Berlakukan Tilang Elektronik
https://t.co/stGoLN8pFk";polres malang berlakukan tilang elektronik ;['polres', 'malang', 'laku', 'bukti', 'langgar', 'elektronik']
Tilang Elektronik di Tol Riau, Pengendara Dihimbau Patuhi Rambu Lalu Lintas https://t.co/fTOf3qw3ON https://t.co/brhGJFTI2L;tilang elektronik di tol riau pengendara dihimbau patuhi rambu lalu lintas  ;['bukti', 'langgar', 'elektronik', 'tol', 'riau', 'kendara', 'dihimbau', 'patuh', 'rambu', 'lintas']
Pemotor Lepas Pelat Nomor Biar Tak Kena Tilang Elektronik Tidak Boleh Dibiarkan https://t.co/1shCJTbCAa;pemotor lepas pelat nomor biar tak kena tilang elektronik tidak boleh dibiarkan ;['motor', 'lepas', 'pelat', 'nomor', 'kena', 'bukti', 'langgar', 'elektronik', 'biar']
Polisi Sita Kendaraan yang Copot Pelat Demi Hindari Tilang Elektronik https://t.co/HWW8ayISgj;polisi sita kendaraan yang copot pelat demi hindari tilang elektronik ;['polisi', 'sita', 'kendara', 'copot', 'pelat', 'hindar', 'bukti', 'langgar', 'elektronik']
Satlantas Serpong Nyatakan Belum Ada Arahan Terkait Tilang Elektronik via @kedaipenacom https://t.co/9fT4SnalKI;satlantas serpong nyatakan belum ada arahan terkait tilang elektronik via  ;['satlantas', 'serpong', 'nyata', 'arah', 'kait', 'bukti', 'langgar', 'elektronik', 'via']
"Pada hari jumat yang mulia ini aku berdoa:
1. Bloodborne 60fps
2. E-Tilang gak tambah ruwet";pada hari jumat yang mulia ini aku berdoa  bloodborne fps  etilang gak tambah ruwet;['jumat', 'mulia', 'doa', 'bloodborne', 'fps', 'etilang', 'ruwet']
"Satlantas Polres Metro Tangerang Kota siap menerapkan penindakan tilang kepada pengendara melalui tilang elektronik atau ETLE untuk mencegah terjadinya pungutan liar (pungli).

https://t.co/NLq8wAYDVU";satlantas polres metro tangerang kota siap menerapkan penindakan tilang kepada pengendara melalui tilang elektronik atau etle untuk mencegah terjadinya pungutan liar pungli ;['satlantas', 'polres', 'metro', 'tangerang', 'kota', 'terap', 'tindak', 'bukti', 'langgar', 'kendara', 'bukti', 'langgar', 'elektronik', 'etle', 'cegah', 'pungut', 'liar', 'pungut', 'liar']
@AREAJULID Kan diiganti jadi e-TLE. Kalian pikir ini membaik? Hahahaha waspada aja; kan diiganti jadi etle kalian pikir ini membaik hahahaha waspada aja;['diiganti', 'etle', 'pikir', 'baik', 'hahahaha', 'waspada']
Kapolri Perintahkan Tilang Elektronik, Hapus Tilang Manual https://t.co/JRPcLHzYWT;kapolri perintahkan tilang elektronik hapus tilang manual ;['kapolri', 'perintah', 'bukti', 'langgar', 'elektronik', 'hapus', 'bukti', 'langgar', 'manual']
"Tilang manual tetap dilakukan oleh pihak kepolisian untuk beberapa pelanggaran tertentu usai diberlakukan E-Tilang.

#portalyogya #ETilang #Tilang

https://t.co/HwZsf6y2g7";tilang manual tetap dilakukan oleh pihak kepolisian untuk beberapa pelanggaran tertentu usai diberlakukan etilang    ;['bukti', 'langgar', 'manual', 'polisi', 'langgar', 'laku', 'etilang']
